academicyear,unitid,instname,state,iclevel,appliedaid02,Average aid,grant07,any_aid_num,any_aid_pct,fed_grant_num,fed_grant_pct,fed_grant_avg_amount,state_grant_num,state_grant_pct,state_grant_avg_amount,inst_grant_num,inst_grant_pct,inst_grant_avg_amount,loan_num,loan_pct,loan_avg_amount,tuitionfee01_tf,totalcompletions_100fte,ft_faculty_per_100fte,actcm25,actcm75
2002,240329,University of Wisconsin-La Crosse,WI,1,772218,5773.159902,4693579,813,51,291,18,2230,234,15,1514,80,5,926,690,43,2697,3530,22.93430903,4.395552774,22,26
2007,240329,University of Wisconsin-La Crosse,WI,1,965610,5160.852133,5444699,1055,60,260,15,3547,302,17,1970,70,4,1412,979,56,3683,5555,23.46217898,3.949069956,23,27
2008,240329,University of Wisconsin-La Crosse,WI,1,1027666,5847.469052,6046283,1034,59,267,15,4075,290,17,2207,137,8,1206,895,51,4259,5850,23.44483391,4.130861083,23,26
2009,240329,University of Wisconsin-La Crosse,WI,1,1262465,6433.052632,7333680,1140,64,267,15,4258,291,16,2216,435,24,801,1033,58,5426,6648,23.26678076,4.042110216,23,26
2002,240277,University of Wisconsin-Green Bay,WI,1,366946,6591.023102,3994160,606,70,164,19,2673,322,37,1776,128,15,2698,407,47,2769,3648,18.51505036,3.694889436,20,25
2003,240277,University of Wisconsin-Green Bay,WI,1,802379,6500.925076,4251605,654,73,179,20,2968,392,44,1840,122,14,2275,466,52,2947,4023,20.91591272,3.299532384,20,25
2004,240277,University of Wisconsin-Green Bay,WI,1,624046,6137.281981,4461804,727,76,200,21,3005,419,44,1916,131,14,3883,538,56,3250,4654,19.62562941,3.592281701,20,25
2005,240277,University of Wisconsin-Green Bay,WI,1,723245,6477.591837,4761030,735,74,244,25,2983,439,44,2043,136,14,3411,561,57,3492,5154,20.0551455,3.425617945,20,25
2006,240277,University of Wisconsin-Green Bay,WI,1,749832,6865.920174,4730619,689,76,181,20,3365,194,21,2125,144,16,3628,534,59,3329,5425,19.54234357,3.686854508,20,25
2007,240277,University of Wisconsin-Green Bay,WI,1,835754,6605.409379,5211668,789,77,209,21,3674,229,22,2030,153,15,2868,618,61,3826,5716,21.71108807,3.539278634,21,25
2008,240277,University of Wisconsin-Green Bay,WI,1,893413,7434.651376,5672639,763,77,230,23,3685,237,24,2089,147,15,3783,581,59,4272,5959,19.94728884,3.37217777,20,25
2009,240277,University of Wisconsin-Green Bay,WI,1,1024692,8388.376112,6601652,787,79,211,21,4336,220,22,2372,145,15,2754,631,63,5518,6308,19.08432926,3.522400616,20,25
2002,240268,University of Wisconsin-Eau Claire,WI,1,682572,4359.381548,5575649,1279,60,336,16,2778,703,33,1567,161,8,1337,912,43,3163,3469,18.63667674,4.356885287,21,26
2003,240268,University of Wisconsin-Eau Claire,WI,1,676941,5020.537609,6340939,1263,62,298,15,2934,718,35,1626,184,9,1139,855,42,3321,3720,18.8565727,4.027512404,21,26
2004,240268,University of Wisconsin-Eau Claire,WI,1,654865,5387.950637,6767266,1256,67,331,18,3049,683,37,1731,214,11,1113,917,49,3634,4305,19.81239694,4.291164314,21,25
2005,240268,University of Wisconsin-Eau Claire,WI,1,661813,4757.999273,6547007,1376,68,313,15,3014,734,36,1621,240,12,1049,1032,51,3785,4860,20.19713779,4.020943202,23,26
2006,240268,University of Wisconsin-Eau Claire,WI,1,620584,4474.592011,6273378,1402,68,290,14,3066,303,15,1937,216,10,1327,1057,51,4163,5175,19.98176353,4.205102421,22,26
2007,240268,University of Wisconsin-Eau Claire,WI,1,596333,4913.923246,6722247,1368,68,298,15,3769,298,15,2023,265,13,1371,999,49,4235,5498,20.81327608,3.929941809,22,26
2008,240268,University of Wisconsin-Eau Claire,WI,1,747643,5623.038849,7816024,1390,69,335,17,4050,314,15,2198,264,13,1425,1004,50,4677,5841,19.90747074,4.17270147,22,26
2009,240268,University of Wisconsin-Eau Claire,WI,1,849291,6220.765423,8671747,1394,68,299,15,4771,300,15,2753,238,12,1548,1000,49,5293,6199,19.64721867,4.12911453,23,26
2002,240189,University of Wisconsin-Whitewater,WI,1,1641282,6913.180385,7894852,1142,61,326,18,2702,590,32,1598,132,7,1378,898,48,3218,3367,23.32364749,4.426385655,20,24
2003,240189,University of Wisconsin-Whitewater,WI,1,2007619,6652.395579,8727943,1312,65,345,17,2750,644,32,1649,165,8,1289,1037,52,3294,3737,21.49866066,3.981646968,20,24
2004,240189,University of Wisconsin-Whitewater,WI,1,2059168,8226.96,9872352,1200,66,361,20,3058,619,34,1783,149,8,1243,986,54,3351,4279,21.26378542,4.013976919,20,24
2005,240189,University of Wisconsin-Whitewater,WI,1,2088803,8996.835821,10850184,1206,69,375,21,3102,658,38,1826,191,11,1426,962,55,3759,4802,21.42463558,3.905784817,20,24
2006,240189,University of Wisconsin-Whitewater,WI,1,1946855,8850.860188,10382059,1173,69,320,19,3358,329,19,2018,146,9,1600,968,57,4191,5255,21.77440879,4.276004014,20,24
2007,240189,University of Wisconsin-Whitewater,WI,1,1540990,8821.130296,11035234,1251,70,280,16,3769,297,17,2084,224,13,1354,988,56,3897,5567,23.31377085,4.089216391,20,24
2008,240189,University of Wisconsin-Whitewater,WI,1,1799734,8197.432596,12222372,1491,73,388,19,3773,382,19,2112,251,12,1221,1202,59,4654,5859,21.76509604,4.235258365,20,24
2009,240189,University of Wisconsin-Whitewater,WI,1,1901245,8971.633858,13672770,1524,71,380,18,4572,394,18,2311,224,11,1412,1268,59,5724,6162,21.94890088,4.277066884,20,24
2002,240107,Viterbo University,WI,1,,30860.53571,10369140,336,95,131,37,4286,197,56,2001,334,95,5215,253,72,3573,13630,37.28514335,4.739636867,19,24
2003,240107,Viterbo University,WI,1,,34873.45912,11089760,318,99,145,45,3911,175,55,2113,317,99,5638,242,75,3291,14300,40.61968855,5.105206758,19,25
2004,240107,Viterbo University,WI,1,,33924.45455,11941408,352,99,139,39,4194,183,52,2490,348,98,6488,307,86,3345,15320,40.18098454,4.983688005,19,25
2005,240107,Viterbo University,WI,1,,40371.52614,12353687,306,99,128,41,4088,168,54,2452,298,96,6877,261,84,3498,15990,44.65607995,5.372922219,19,24
2006,240107,Viterbo University,WI,1,,42780.79787,12064185,282,97,118,40,3953,149,51,2525,282,97,7152,243,83,3666,16660,46.37809639,6.329120953,19,24
2007,240107,Viterbo University,WI,1,,42027.51634,12860420,306,99,104,34,4127,131,42,2719,306,99,7718,226,73,3330,17640,43.91284266,5.586409599,19,24
2008,240107,Viterbo University,WI,1,,38631.17877,13829962,358,99,130,36,5111,143,40,2725,345,95,7986,278,77,5275,18590,36.64766315,5.266730034,20,24
2009,240107,Viterbo University,WI,1,,43109.85044,14700459,341,95,123,34,7890,125,35,2906,339,95,8263,244,68,6011,19490,42.85124745,5.278776859,20,24
2002,239743,Silver Lake College,WI,1,31135,65171.44828,1889972,29,88,14,42,3772,19,58,2402,27,82,3815,25,76,3272,13016,48.43282688,4.321144406,16,21
2003,239743,Silver Lake College,WI,1,22013,75120.46429,2103373,28,85,13,39,2978,19,58,2548,26,79,3341,22,67,2341,13650,36.81640894,4.038930938,17,21
2004,239743,Silver Lake College,WI,1,28035,90931.36364,2000490,22,88,12,48,3225,20,80,2574,22,88,3227,19,76,3368,14350,34.82168885,4.393390649,17,21
2005,239743,Silver Lake College,WI,1,18370,82804.28571,2318520,28,100,16,57,3968,18,64,2737,27,96,4559,15,54,3338,15500,39.51770351,4.569567365,17,22
2006,239743,Silver Lake College,WI,1,1550,73991.0303,2441704,33,100,17,52,4104,20,61,3165,31,94,5524,21,64,3440,16000,41.78874466,4.665733627,17,23
2007,239743,Silver Lake College,WI,1,,84518.23333,2535547,30,100,12,40,4121,11,37,3201,28,93,6775,28,93,4771,17108,38.87929761,5.417951283,16,21
2008,239743,Silver Lake College,WI,1,,82561.68421,3137344,38,100,13,34,4885,21,55,3024,37,97,7112,38,100,4937,18320,29.43653227,6.63981931,16,22
2002,239716,Saint Norbert College,WI,1,,26667.65018,14560537,546,98,100,18,2674,188,34,2368,535,96,7611,369,66,4485,18007,20.75668787,4.820273486,21,26
2003,239716,Saint Norbert College,WI,1,,32364.88525,15794064,488,98,84,17,3012,168,34,2409,481,96,8387,323,65,5240,19084,23.15770383,5.15171381,21,27
2004,239716,Saint Norbert College,WI,1,,33087.93786,17040288,515,97,99,19,3126,169,32,2578,510,96,9188,358,68,7374,20072,23.16126417,5.233088976,22,27
2005,239716,Saint Norbert College,WI,1,,34135.59231,17750508,520,99,104,20,2892,169,32,2492,514,98,9863,358,68,5859,21510,23.42809432,5.112486684,22,27
2006,239716,Saint Norbert College,WI,1,,37823.87629,18344580,485,96,78,15,2438,159,31,2655,480,95,10179,351,69,6024,22509,23.93988142,5.528489564,21,27
2007,239716,Saint Norbert College,WI,1,,37777.9265,19531188,517,94,78,14,3429,152,28,2719,517,94,10850,365,66,5346,23497,20.72750846,5.444092583,22,26
2008,239716,Saint Norbert College,WI,1,,40915.99235,21399064,523,96,113,21,3445,165,30,2822,515,95,11079,368,68,6363,24653,21.9672152,5.228005365,22,27
2009,239716,Saint Norbert College,WI,1,,44190.73938,22890803,518,98,93,18,4146,154,29,2770,513,97,11892,390,73,5977,25926,20.61338748,6.357399876,22,26
2002,239628,Ripon College,WI,1,,53322.91,10664582,200,100,46,23,3920,84,42,2339,194,97,11392,184,92,3467,19500,15.48014908,6.39397462,21,26
2003,239628,Ripon College,WI,1,,49333.40664,11889351,241,96,63,25,3910,112,45,2440,239,96,11642,185,74,3840,19500,22.71597725,5.512626894,22,26
2004,239628,Ripon College,WI,1,,46403.15415,11739998,253,98,63,24,2463,114,44,2263,248,96,11799,186,72,4072,19940,21.5041299,5.07172875,22,27
2005,239628,Ripon College,WI,1,,55625.05473,11180636,201,100,54,27,2498,87,43,2399,197,98,11859,149,74,3692,20730,19.46570856,5.467895662,20,27
2006,239628,Ripon College,WI,1,,46746.93798,12060710,258,98,63,24,3929,109,42,2693,256,98,11525,200,76,4444,21550,20.55617361,5.190952931,21,27
2007,239628,Ripon College,WI,1,,48510.1749,12758176,263,100,56,21,5421,106,40,2875,263,100,12373,232,88,4515,22437,21.62877955,5.149709417,21,27
2008,239628,Ripon College,WI,1,,51389.30116,13309829,259,99,69,26,5546,104,40,4356,248,95,12497,247,94,4980,23323,18.87595087,5.349868429,21,27
2009,239628,Ripon College,WI,1,,53984.20996,15169563,281,100,70,25,5374,94,33,2761,270,96,13356,195,69,6416,24245,18.31187414,5.340963291,20,27
2002,239512,Northland College,WI,1,,33040.57377,6046425,183,94,56,29,3033,53,27,2196,183,94,7270,168,87,3523,15830,17.05077776,6.164511958,21,27
2003,239512,Northland College,WI,1,,36354.34884,6252948,172,92,51,27,3323,44,24,2092,172,92,7249,132,71,3300,16600,18.48894381,6.676918624,21,27
2004,239512,Northland College,WI,1,,58668.77273,6453565,110,96,36,32,3446,31,27,2647,110,96,7800,72,63,3579,17650,20.48707891,6.686754921,22,26
2005,239512,Northland College,WI,1,,53877.41463,6626922,123,98,41,33,3645,39,31,2411,123,98,8297,85,67,4021,18715,26.42056978,6.751923389,22,26
2006,239512,Northland College,WI,1,,38399.1547,6950247,181,99,44,24,3067,45,25,2399,172,95,9571,133,73,5299,19715,23.51771123,5.915497917,22,27
2007,239512,Northland College,WI,1,,39629.56111,7133321,180,99,53,29,4020,38,21,2874,177,98,9857,139,77,4235,20789,19.38135432,6.208090055,21,27
2008,239512,Northland College,WI,1,,47594.86093,7186824,151,100,58,38,3992,41,27,2689,151,100,10833,117,77,6433,21901,20.46624979,5.891799183,21,28
2002,239390,Mount Mary College,WI,1,,45380.72727,2995128,66,90,42,58,2412,52,71,2169,60,82,3146,61,84,2219,13394,25.7048217,8.650661149,18,23
2003,239390,Mount Mary College,WI,1,,40005.61224,3920550,98,92,73,68,2546,91,85,1791,98,92,4654,98,92,3476,14165,19.92779132,7.096384864,18,23
2004,239390,Mount Mary College,WI,1,,48601.09474,4617104,95,90,53,50,2869,60,57,2568,85,80,4272,70,66,4527,15270,20.27651771,6.175121303,17,23
2005,239390,Mount Mary College,WI,1,,41613.00794,5243239,126,93,66,49,3329,74,54,2802,83,61,4401,98,72,2356,16155,20.15522354,5.619863037,17,23
2006,239390,Mount Mary College,WI,1,,48830.41085,6299123,129,81,78,49,3507,87,54,3138,128,80,6449,113,71,3573,17105,22.8197982,5.211441803,16,22
2007,239390,Mount Mary College,WI,1,,52294.375,6275325,120,92,67,51,3708,78,60,3141,120,92,6971,102,78,3826,18128,22.80301951,5.105851634,17,21
2008,239390,Mount Mary College,WI,1,,68296.40367,7444308,109,91,61,51,3403,68,57,3271,109,91,8198,103,86,5726,19205,23.25278392,5.088993113,18,21
2002,239318,Milwaukee School of Engineering,WI,1,,34954.47235,15170241,434,99,84,19,2652,170,39,2294,415,95,6284,403,92,7057,19735,20.79105918,5.604962958,23,28
2003,239318,Milwaukee School of Engineering,WI,1,,36830.37768,17162956,466,99,93,20,3517,201,43,2201,466,99,9488,380,81,9041,20702,20.73731534,5.680544902,23,28
2004,239318,Milwaukee School of Engineering,WI,1,,46442.59658,18995022,409,100,85,21,3182,165,40,2338,408,100,10393,379,92,8393,21820,21.80438157,6.187729906,24,28
2005,239318,Milwaukee School of Engineering,WI,1,,46594.57143,20874368,448,99,112,25,3399,175,39,2360,447,99,11561,427,94,7314,22995,19.98160997,5.791771005,23,28
2006,239318,Milwaukee School of Engineering,WI,1,,50690.05467,22252934,439,100,84,19,3995,167,38,2629,437,100,11334,410,93,5239,23955,22.00880648,6.288230424,23,28
2007,239318,Milwaukee School of Engineering,WI,1,,44358.43253,23997912,541,100,99,18,3749,192,35,2628,531,98,11714,506,94,4127,24960,20.92108627,6.117549779,23,28
2008,239318,Milwaukee School of Engineering,WI,1,,47883.85379,26527655,554,99,107,19,3982,179,32,2702,553,99,11911,522,94,5910,25980,19.21358649,5.724140087,23,28
2009,239318,Milwaukee School of Engineering,WI,1,,47252.47658,29249283,619,99,118,19,5664,181,29,2718,618,99,12895,485,78,8270,27300,18.11390947,5.995448908,23,28
2002,239105,Marquette University,WI,1,,37726.41509,55986000,1484,90,222,13,5420,341,21,2394,1370,83,7928,967,58,4474,18486,25.29913241,6.361222182,23,28
2003,239105,Marquette University,WI,1,,36093.49112,60998000,1690,91,314,17,5174,432,23,2414,1581,85,9091,1113,60,4934,19760,27.63418478,6.578600933,23,28
2004,239105,Marquette University,WI,1,,38510.53582,63966000,1661,88,282,15,5255,418,22,2433,1585,84,8512,1131,60,5555,20724,24.09624717,5.999473786,23,28
2005,239105,Marquette University,WI,1,,42463.74918,65012000,1531,85,233,13,4903,338,19,2401,1439,80,9117,963,53,5851,21932,24.8317782,6.017190905,24,28
2006,239105,Marquette University,WI,1,,45557.3558,70295000,1543,87,251,14,5713,342,19,2660,1482,83,11066,1000,56,5565,23346,25.71930126,6.085370388,24,29
2007,239105,Marquette University,WI,1,,44942.28356,71638000,1594,87,270,15,5588,358,19,2719,1527,83,10511,994,54,6667,25074,27.1626415,6.252714633,24,29
2008,239105,Marquette University,WI,1,,49109.49868,74450000,1516,84,231,13,6074,305,17,2977,1445,80,10990,928,51,7935,26678,26.97233324,6.393801296,24,29
2009,239105,Marquette University,WI,1,,49499.70291,83308000,1683,86,279,14,6594,327,17,2998,1619,83,13015,1079,55,8262,28128,26.92315305,6.319089975,24,29
2002,239080,Marian College of Fond du Lac,WI,1,80500,32230.90187,6897413,214,96,72,32,2551,113,50,2366,210,94,5646,187,83,3526,13545,29.998961,3.928435369,17,24
2003,239080,Marian College of Fond du Lac,WI,1,86775,35450.78017,8224581,232,95,112,46,4988,152,62,2430,228,93,5720,217,89,4820,14195,32.6838885,3.829425031,17,22
2004,239080,Marian College of Fond du Lac,WI,1,83790,34280.61789,8433032,246,98,88,35,3092,134,53,2527,238,95,5472,228,91,4492,15025,32.61342743,3.846434132,18,22
2005,239080,Marian College of Fond du Lac,WI,1,,37380.64122,9793728,262,97,89,33,3149,135,50,2470,254,94,5572,241,89,4253,15825,32.63050822,3.721917343,18,22
2006,239080,Marian College of Fond du Lac,WI,1,,43864.47521,10615203,242,99,85,35,3494,106,43,3058,237,97,7589,229,93,4307,16705,30.56080512,3.621653853,18,22
2007,239080,Marian College of Fond du Lac,WI,1,,47911.21577,11546603,241,98,88,36,3192,121,49,2884,237,97,6815,220,90,4548,17630,33.37865792,3.805070672,18,22
2008,239080,Marian College of Fond du Lac,WI,1,,47687.14844,12207910,256,96,88,33,3815,127,48,2978,253,95,6874,230,86,5212,18680,36.99404672,4.003267116,18,22
2009,239080,Marian University-Wisconsin,WI,1,,47429.22615,13422471,283,100,105,37,4225,146,51,3150,282,99,7562,269,95,8000,19940,37.02945773,4.108883679,18,22
2003,239071,Maranatha Baptist Bible College Inc,WI,1,,9738.559701,1304967,134,65,84,41,2659,34,17,1743,51,25,1684,80,39,2577,7440,18.59655069,5.146242396,19,24
2004,239071,Maranatha Baptist Bible College Inc,WI,1,,8812.509317,1418814,161,73,109,49,2800,37,17,1771,62,28,848,139,63,2639,7780,17.83308398,5.237689002,19,24
2008,239071,Maranatha Baptist Bible College Inc,WI,1,,7401.2,1258204,170,76,90,40,2933,18,8,1542,68,30,1021,119,53,4236,9486,16.22238412,5.062304264,19,24
2002,239017,Lawrence University,WI,1,,46124.18557,13422138,291,94,57,18,2617,69,22,2236,291,94,11020,201,65,4205,22728,21.22398765,10.18124869,25,30
2003,239017,Lawrence University,WI,1,,46103.72866,15122023,328,95,64,18,3311,83,24,2287,314,91,12353,206,60,3449,23667,20.83134778,10.1562087,25,30
2004,239017,Lawrence University,WI,1,,51514.1697,16999676,330,95,68,20,3357,83,24,2431,310,90,13100,198,57,4227,25089,22.96100927,9.506150335,24.6875,29.86328125
2005,239017,Lawrence University,WI,1,,50030.94595,16660305,333,95,44,13,3624,60,17,2673,318,90,11481,199,57,4132,26343,21.84249642,10.11748866,25,30
2006,239017,Lawrence University,WI,1,,47242.35884,17904854,379,96,57,14,3439,81,21,2883,343,87,12986,235,60,4137,27924,21.99640166,10.21768335,25,30
2002,238980,Lakeland College,WI,1,,35085.55978,6455743,184,99,69,37,2771,83,45,2102,183,98,5425,147,79,3916,13050,28.60965165,2.168796173,17,22
2003,238980,Lakeland College,WI,1,,44309.38217,6956573,157,98,57,36,3078,68,43,2405,157,98,5935,138,86,4277,13835,33.80548021,2.151373736,17,23
2004,238980,Lakeland College,WI,1,,49756.92157,7612809,153,99,62,40,3086,77,50,2378,150,97,6301,127,82,4472,14325,33.86860662,2.052642825,17,22
2005,238980,Lakeland College,WI,1,,39389.47368,8232400,209,98,88,41,3314,104,49,2515,206,97,6635,181,85,4811,14900,32.94636069,2.114496567,18,22
2006,238980,Lakeland College,WI,1,,36744.00422,8708329,237,98,82,34,3542,93,38,2760,234,96,6752,184,76,4758,15770,30.94756426,2.274361678,18,23
2007,238980,Lakeland College,WI,1,,42104.08962,8926067,212,96,70,32,3591,96,44,2912,208,95,7325,180,82,3629,16795,36.27894119,2.364498646,17,23
2008,238980,Lakeland College,WI,1,,52822.74586,9560917,181,100,67,37,4212,80,44,2921,180,99,7812,156,86,5438,17595,37.56765757,2.552272326,17,23
2002,238661,Edgewood College,WI,1,,19184.19403,5141364,268,92,68,23,2542,129,44,2213,240,82,4397,179,62,3990,13300,22.08027886,5.100233426,20,24
2003,238661,Edgewood College,WI,1,,24285.44238,6532784,269,100,66,25,2575,119,44,2279,245,91,5212,196,73,5452,14200,22.76241348,4.915637115,19,24
2004,238661,Edgewood College,WI,1,,25506.16041,7473305,293,95,75,24,2830,122,40,2248,267,87,5806,227,74,2811,15100,23.88942188,4.894937222,19,24
2005,238661,Edgewood College,WI,1,,26846.2415,7892795,294,99,82,28,3042,129,43,2318,274,92,5986,225,76,3085,16050,25.12050798,4.929126864,20,24
2006,238661,Edgewood College,WI,1,,34012.44664,8605149,253,90,63,22,1779,132,47,2326,251,89,3409,206,73,3557,17000,24.03329859,4.84663194,19,25
2007,238661,Edgewood College,WI,1,,30637.61644,8946184,292,100,78,27,3590,114,39,2584,280,96,6067,214,73,3183,18000,26.04224812,5.105728971,19,24
2008,238661,Edgewood College,WI,1,,32890.64765,9801413,298,99,74,25,4031,116,38,2933,288,95,6677,230,76,6098,19080,24.92100896,5.166550638,19,24
2002,238616,Concordia University-Wisconsin,WI,1,,45433.60725,15038524,331,94,105,30,1785,113,32,2037,331,94,8126,272,77,2260,13610,20.9666663,2.381399135,18,24
2003,238616,Concordia University-Wisconsin,WI,1,,46528.22086,15168200,326,92,168,48,2370,189,54,2173,326,92,8200,294,83,2500,14560,20.93547452,2.260829065,18,24
2004,238616,Concordia University-Wisconsin,WI,1,,41442.7,15333799,370,98,141,37,2973,137,36,2309,362,96,8322,299,79,5740,15650,22.09041025,2.445629053,19,25
2005,238616,Concordia University-Wisconsin,WI,1,,43450.39946,16206999,373,98,106,28,3079,122,32,2450,300,79,8975,287,75,6373,16460,19.74626271,2.396779172,19,26
