id,last_scraped,days,host_since,country,room_type,bathrooms,bedrooms,price,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_value,instant_bookable,Sydney
16088049,42829,425,42404,Australia,Entire home/apt,1,1,105,0,,,,f,1
6346694,42829,1829,41000,Australia,Entire home/apt,1,2,239,1,10,10,10,f,1
10043218,42829,1457,41372,Australia,Entire home/apt,1,2,149,25,8,10,9,f,1
16177087,42829,846,41983,Australia,Entire home/apt,2,4,501,1,10,10,10,f,1
17907542,42829,20,42809,Australia,Entire home/apt,1.5,2,135,0,,,,t,1
4577393,42829,1011,41818,Australia,Entire home/apt,1,1,200,0,,,,f,1
7989487,42830,598,42232,Australia,Entire home/apt,5,5,1700,0,,,,f,1
12155972,42829,369,42460,Australia,Entire home/apt,1,1,90,1,10,10,10,f,1
16242826,42829,1220,41609,Australia,Entire home/apt,3,3,430,0,,,,f,1
7961674,42829,593,42236,Australia,Private room,1,1,50,1,10,10,10,t,1
10025328,42830,1216,41614,Australia,Entire home/apt,1,1,188,23,9,10,9,f,1
9993326,42829,1153,41676,Australia,Entire home/apt,2,3,384,2,6,10,10,f,1
13162696,42829,451,42378,Australia,Private room,1,1,91,1,10,10,10,f,1
9337987,42829,513,42316,Australia,Shared room,1,1,18,10,9,9,10,f,1
16104261,42829,938,41891,Australia,Entire home/apt,1,3,166,2,10,10,10,f,1
8354995,42829,1406,41423,Australia,Entire home/apt,3,4,450,1,,,,t,1
5405880,42829,838,41991,Australia,Private room,1,1,56,0,,,,f,1
4541907,42829,1008,41821,Australia,Private room,1,1,110,66,9,10,9,t,1
14670128,42829,1722,41107,Australia,Entire home/apt,1,2,263,3,7,9,8,f,1
16481537,42829,103,42726,Australia,Entire home/apt,1.5,3,379,0,,,,f,1
13270312,42829,309,42520,Australia,Private room,1,1,50,1,2,8,6,t,1
14777653,42829,1003,41826,Australia,Private room,1,1,41,0,,,,f,1
9755077,42829,490,42339,Australia,Private room,1,1,125,1,10,10,10,f,1
2415074,42829,1595,41234,Australia,Entire home/apt,1,1,200,6,9,10,9,f,1
17192913,42829,1621,41208,Australia,Private room,1,1,100,0,,,,f,1
15957313,42829,265,42564,Australia,Entire home/apt,2,2,204,5,10,10,10,t,1
15498568,42829,1244,41585,Australia,Entire home/apt,1,1,201,0,,,,f,1
884057,42829,1542,41287,Australia,Entire home/apt,1,2,187,4,10,9,9,t,1
11659833,42829,512,42317,Australia,Entire home/apt,1,0,130,77,10,10,10,t,1
11594299,42829,784,42045,Australia,Private room,1,1,104,3,8,8,7,t,1
2480702,42829,1130,41699,Australia,Entire home/apt,1,2,135,0,,,,f,1
17671268,42829,389,42440,Australia,Private room,1,,66,0,,,,f,1
9534888,42829,502,42327,Australia,Private room,1,1,75,7,10,10,10,f,1
9600427,42829,778,42051,Australia,Entire home/apt,1,3,135,1,4,8,6,f,1
9034399,42830,1048,41782,Australia,Entire home/apt,1,3,300,3,10,10,10,f,1
14253542,42829,596,42233,Australia,Private room,1,1,100,1,10,10,10,f,1
9034423,42829,872,41957,Australia,Entire home/apt,3,4,349,2,9,10,10,t,1
17593839,42829,1289,41540,Australia,Private room,1,1,90,0,,,,f,1
13549483,42829,368,42461,Australia,Entire home/apt,1,2,119,2,8,10,9,t,1
8690834,42829,887,41942,Australia,Private room,1,1,85,11,10,9,10,f,1
8944082,42830,1547,41283,Australia,Entire home/apt,1,2,168,36,9,10,9,f,1
6716959,42829,1326,41503,Australia,Private room,1,1,250,0,,,,f,1
16162454,42829,1043,41786,Australia,Entire home/apt,2,3,501,1,8,8,8,f,1
16123615,42829,130,42699,Australia,Entire home/apt,2,3,495,2,10,10,10,f,1
13467258,42829,630,42199,Australia,Entire home/apt,1,1,149,0,,,,f,1
7134065,42829,1225,41604,Australia,Entire home/apt,1,1,173,1,6,10,10,f,1
15105713,42829,1247,41582,Australia,Private room,1,1,69,31,10,10,9,t,1
12351010,42829,360,42469,Australia,Entire home/apt,1,2,100,2,9,9,9,f,1
3063401,42830,1055,41775,Australia,Entire home/apt,1,1,120,31,9,10,9,t,1
15526540,42829,1165,41664,Australia,Entire home/apt,2,3,395,1,10,10,10,f,1
17292398,42829,131,42698,Australia,Private room,2,1,75,2,9,10,10,f,1
11763540,42829,596,42233,Australia,Entire home/apt,1.5,4,270,5,10,10,10,f,1
15974375,42829,141,42688,Australia,Entire home/apt,2,3,250,3,10,10,10,f,1
14933103,42829,268,42561,Australia,Shared room,3,1,102,1,10,8,10,f,1
15892323,42829,146,42683,Australia,Entire home/apt,2,4,400,0,,,,t,1
17643239,42829,1192,41637,Australia,Entire home/apt,1,1,115,0,,,,t,1
15957889,42829,621,42208,Australia,Private room,1,1,88,3,10,10,10,f,1
16416639,42829,1310,41519,Australia,Private room,1,1,60,2,9,10,9,f,1
5750513,42830,1365,41465,Australia,Entire home/apt,3,5,749,1,10,8,8,f,1
16440518,42829,106,42723,Australia,Shared room,1,1,105,0,,,,t,1
16479980,42830,1852,40978,Australia,Entire home/apt,1,1,175,3,10,10,9,f,1
14843904,42829,883,41946,Australia,Entire home/apt,6,5,1350,0,,,,t,1
16178620,42829,126,42703,Australia,Private room,1,1,55,2,10,10,10,t,1
7462338,42829,1019,41810,Australia,Entire home/apt,3,4,600,0,,,,f,1
7331273,42829,890,41939,Australia,Private room,1,1,75,9,10,10,10,f,1
14015973,42829,1434,41395,Australia,Entire home/apt,1,2,120,2,10,10,10,f,1
17465499,42829,36,42793,Australia,Entire home/apt,1,2,149,0,,,,f,1
17882624,42829,871,41958,Australia,Entire home/apt,1,2,150,0,,,,t,1
15719970,42829,307,42522,Australia,Entire home/apt,1,2,141,1,10,10,10,f,1
14975210,42829,1153,41676,Australia,Entire home/apt,1.5,0,97,16,10,10,10,t,1
17948377,42829,353,42476,Australia,Private room,1,1,64,2,10,10,10,t,1
6914414,42829,655,42174,Australia,Private room,1,1,84,0,,,,f,1
14081761,42829,259,42570,Australia,Private room,1,1,180,1,8,10,8,f,1
16548266,42829,695,42134,Australia,Private room,1,1,50,2,8,9,10,f,1
3925690,42830,1620,41210,Australia,Entire home/apt,2.5,4,451,0,,,,f,1
17837463,42829,13,42816,Australia,Private room,1,1,69,0,,,,t,1
1217951,42829,1420,41409,Australia,Entire home/apt,1,1,180,11,10,9,10,f,1
12121638,42830,1013,41817,Australia,Entire home/apt,1,3,169,1,10,10,10,f,1
9500200,42830,862,41968,Australia,Entire home/apt,1,0,99,1,10,10,10,f,1
5924916,42830,827,42003,Australia,Entire home/apt,3,4,600,0,,,,t,1
5750381,42829,1364,41465,Australia,Entire home/apt,3,4,1020,8,10,10,10,f,1
15893019,42829,146,42683,Australia,Entire home/apt,1,2,140,2,9,10,8,f,1
10191399,42829,714,42115,Australia,Entire home/apt,1,1,249,1,,,,f,1
6944632,42830,731,42099,Australia,Private room,1,1,75,82,10,10,10,f,1
17269325,42829,1777,41052,Australia,Entire home/apt,1,2,195,1,10,10,10,f,1
9011856,42829,1056,41773,Australia,Entire home/apt,1,2,89,1,8,10,10,f,1
13402776,42829,301,42528,Australia,Entire home/apt,5,6,1150,3,10,10,10,f,1
4424370,42829,1003,41826,Australia,Entire home/apt,1,1,149,10,9,10,10,f,1
17269442,42829,954,41875,Australia,Entire home/apt,1,1,149,1,10,10,10,t,1
14186156,42829,1364,41465,Australia,Entire home/apt,2.5,4,595,1,2,8,6,t,1
17335002,42829,443,42386,Australia,Private room,1.5,1,79,0,,,,t,1
11989117,42830,379,42451,Australia,Private room,1,1,49,5,10,10,10,f,1
13927229,42829,989,41840,Australia,Entire home/apt,1,1,79,2,9,9,9,t,1
16483172,42829,102,42727,Australia,Entire home/apt,1,1,250,3,9,10,9,f,1
16367759,42829,1008,41821,Australia,Private room,1,1,119,8,10,10,10,f,1
4407103,42829,2066,40763,Australia,Private room,1,1,106,45,10,9,10,f,1
11641699,42829,780,42049,Australia,Entire home/apt,1,1,198,4,10,10,10,f,1
12231914,42829,365,42464,Australia,Private room,1,1,50,7,8,10,9,f,1
17335171,42829,515,42314,Australia,Private room,1,1,100,1,10,10,10,f,1
12157851,42829,1029,41800,Australia,Entire home/apt,2,3,650,1,10,8,8,f,1
8299816,42829,648,42181,Australia,Shared room,4,1,39,0,,,,f,1
8487855,42829,2767,40062,Australia,Entire home/apt,1,3,250,2,3,10,5,f,1
17269681,42829,1777,41052,Australia,Entire home/apt,1,2,195,0,,,,f,1
9536441,42829,502,42327,Australia,Entire home/apt,1,1,128,1,8,10,8,f,1
5980320,42829,758,42071,Australia,Private room,1,1,80,0,,,,f,1
14058448,42829,1132,41697,Australia,Entire home/apt,2,3,350,2,10,10,10,f,1
14919604,42830,1052,41778,Australia,Entire home/apt,1,2,194,3,9,10,9,f,1
16021011,42830,405,42425,Australia,Private room,1,1,150,1,10,8,8,t,1
3179486,42829,42829,,Australia,Entire home/apt,1,2,85,2,10,10,10,f,1
8972858,42830,535,42295,Australia,Entire home/apt,3,4,2500,2,9,10,8,f,1
9237852,42830,1030,41800,Australia,Private room,2.5,1,39,0,,,,f,1
1700095,42830,2164,40666,Australia,Entire home/apt,3,4,900,3,9,10,9,f,1
2233896,42829,1942,40887,Australia,Private room,1,1,100,1,10,10,10,f,1
4949243,42829,1211,41618,Australia,Entire home/apt,2,2,201,0,,,,f,1
17139012,42829,1926,40903,Australia,Private room,1,1,80,4,9,9,8,f,1
15959366,42829,948,41881,Australia,Private room,1,1,149,1,10,10,10,f,1
4359509,42829,1126,41703,Australia,Entire home/apt,1,2,199,0,,,,f,1
6453036,42829,687,42142,Australia,Private room,1,1,41,18,9,9,9,f,1
13101983,42829,320,42509,Australia,Entire home/apt,1,3,100,0,,,,f,1
15135413,42829,1386,41443,Australia,Private room,1,1,69,7,,,,f,1
14579318,42830,1778,41052,Australia,Entire home/apt,3,3,800,0,,,,f,1
16680423,42829,887,41942,Australia,Private room,1,1,41,0,,,,t,1
12682740,42829,1220,41609,Australia,Private room,1,1,55,3,10,10,10,f,1
16336958,42829,114,42715,Australia,Entire home/apt,1,1,149,0,,,,t,1
13010473,42829,701,42128,Australia,Entire home/apt,1,1,121,9,10,10,10,f,1
14190123,42829,1940,40889,Australia,Entire home/apt,1,1,110,2,10,10,9,t,1
3966576,42829,1662,41167,Australia,Entire home/apt,1,2,60,0,,,,f,1
15959687,42829,755,42074,Australia,Entire home/apt,1,2,149,0,,,,f,1
16352904,42829,703,42126,Australia,Private room,1,1,66,4,10,10,10,f,1
16152354,42830,1942,40888,Australia,Entire home/apt,1,1,310,1,10,10,8,f,1
17108767,42829,1008,41821,Australia,Private room,1,1,70,0,,,,f,1
16023590,42829,960,41869,Australia,Private room,1.5,1,49,2,6,9,9,f,1
16220549,42829,1014,41815,Australia,Entire home/apt,1,2,200,0,,,,t,1
17465954,42829,36,42793,Australia,Private room,2,3,45,0,,,,f,1
15762138,42829,1054,41775,Australia,Private room,1,1,200,0,,,,f,1
16221356,42829,379,42450,Australia,Entire home/apt,1,4,349,0,,,,t,1
12059942,42829,1269,41560,Australia,Private room,1,1,80,6,10,10,9,f,1
15041941,42829,502,42327,Australia,Entire home/apt,2,4,399,0,,,,f,1
7636379,42829,959,41870,Australia,Entire home/apt,1,1,150,8,8,8,9,f,1
17467711,42829,595,42234,Australia,Private room,1,1,150,0,,,,f,1
12093887,42829,814,42015,Australia,Private room,1,1,39,0,,,,t,1
5146627,42829,1103,41726,Australia,Entire home/apt,1,2,183,3,7,9,9,f,1
7440980,42829,1423,41406,Australia,Entire home/apt,1,1,100,2,10,10,9,f,1
14256139,42829,1686,41143,Australia,Entire home/apt,1,1,100,4,10,10,10,f,1
15042839,42829,725,42104,Australia,Entire home/apt,2,3,300,4,10,10,10,f,1
4032888,42829,1364,41465,Australia,Entire home/apt,2,4,529,0,,,,f,1
17533933,42829,1364,41465,Australia,Entire home/apt,2,3,572,0,,,,f,1
10142176,42829,1098,41731,Australia,Entire home/apt,1,2,110,1,,,,f,1
17482275,42829,286,42543,Australia,Entire home/apt,1,3,99,0,,,,t,1
9014148,42829,532,42297,Australia,Entire home/apt,3,3,451,0,,,,f,1
16223442,42829,1084,41745,Australia,Private room,1,1,60,12,10,10,10,f,1
17370001,42829,550,42279,Australia,Private room,1,1,99,0,,,,f,1
12880541,42829,1700,41129,Australia,Private room,1,1,91,10,10,9,10,f,1
1084358,42829,1482,41347,Australia,Entire home/apt,2,3,330,7,9,9,9,f,1
4754379,42829,995,41834,Australia,Private room,1,1,110,0,,,,f,1
5606669,42829,758,42071,Australia,Private room,1,1,125,8,10,10,10,f,1
14715575,42829,596,42233,Australia,Entire home/apt,1,2,155,2,8,9,6,f,1
6917765,42829,654,42175,Australia,Entire home/apt,1,1,70,0,,,,f,1
4582642,42829,872,41957,Australia,Private room,1,1,250,0,,,,t,1
13930187,42829,828,42001,Australia,Entire home/apt,1,2,399,1,10,10,10,f,1
11243899,42829,1765,41064,Australia,Private room,1,1,80,0,,,,f,1
7441921,42829,624,42205,Australia,Entire home/apt,1,1,141,8,10,10,10,f,1
13864916,42829,273,42556,Australia,Entire home/apt,1,1,200,10,10,10,10,f,1
5739080,42829,745,42084,Australia,Entire home/apt,1.5,3,250,7,10,9,10,f,1
16354838,42829,1013,41816,Australia,Private room,1,1,200,0,,,,f,1
889424,42829,1599,41230,Australia,Private room,1,1,58,25,10,10,9,f,1
14127710,42829,1025,41804,Australia,Entire home/apt,1,2,169,1,,,,f,1
9802149,42829,487,42342,Australia,Entire home/apt,1.5,3,141,0,,,,f,1
5607393,42829,1571,41258,Australia,Entire home/apt,1,1,240,2,10,9,10,f,1
4297397,42829,1205,41624,Australia,Entire home/apt,1,2,148,3,8,9,9,f,1
10456623,42829,452,42377,Australia,Entire home/apt,2,3,171,0,,,,f,1
9801258,42829,782,42047,Australia,Private room,1,1,99,12,10,9,10,f,1
5608127,42829,925,41904,Australia,Private room,1,1,59,0,,,,f,1
430526,42829,1816,41013,Australia,Entire home/apt,3,4,698,4,10,9,9,f,1
11243314,42829,1311,41518,Australia,Entire home/apt,1,2,166,4,10,9,10,f,1
4165892,42829,1314,41515,Australia,Entire home/apt,1,2,194,5,10,10,10,f,1
4035060,42829,948,41881,Australia,Entire home/apt,2,2,296,9,10,9,10,f,1
8556155,42829,807,42022,Australia,Private room,1,1,100,0,,,,f,1
10778367,42829,1233,41596,Australia,Entire home/apt,1,2,100,0,,,,f,1
11703602,42829,806,42023,Australia,Entire home/apt,1,2,200,9,10,10,9,f,1
4101560,42829,1475,41354,Australia,Entire home/apt,2.5,3,340,3,9,9,10,f,1
16290952,42829,918,41911,Australia,Private room,1,1,80,0,,,,t,1
17470227,42829,144,42685,Australia,Entire home/apt,2.5,2,551,0,,,,f,1
15831837,42829,182,42647,Australia,Entire home/apt,1,1,150,4,10,10,10,f,1
15504460,42829,172,42657,Australia,Private room,1.5,1,64,1,10,10,10,t,1
15635735,42829,298,42531,Australia,Private room,1,1,160,3,10,10,10,t,1
16815760,42829,479,42350,Australia,Private room,1,1,68,1,10,10,10,t,1
5740575,42829,1666,41163,Australia,Entire home/apt,2,3,349,1,10,10,10,f,1
12293890,42829,714,42115,Australia,Entire home/apt,1,3,501,0,,,,t,1
17537283,42829,295,42534,Australia,Entire home/apt,1,2,150,1,10,10,10,f,1
1939057,42829,1557,41272,Australia,Private room,1,1,70,5,9,10,9,f,1
3872676,42829,964,41865,Australia,Private room,1,1,70,1,,,,t,1
9738265,42829,947,41882,Australia,Entire home/apt,1.5,2,100,3,10,9,10,f,1
15507921,42829,172,42657,Australia,Private room,1,1,56,4,10,10,10,f,1
9891646,42829,482,42347,Australia,Entire home/apt,2,2,160,4,10,9,10,f,1
12709969,42829,1268,41561,Australia,Entire home/apt,2,3,501,0,,,,f,1
14916529,42829,1695,41134,Australia,Private room,1,1,74,1,10,10,10,f,1
8690650,42829,1182,41647,Australia,Private room,1,1,56,19,10,9,9,f,1
17079491,42829,989,41840,Australia,Entire home/apt,1.5,2,141,2,10,10,10,f,1
17080850,42829,989,41840,Australia,Private room,1.5,1,85,0,,,,f,1
10460578,42829,451,42378,Australia,Entire home/apt,1,2,155,0,,,,f,1
13803075,42829,1116,41713,Australia,Entire home/apt,1,1,110,4,9,10,10,f,1
1678988,42829,1364,41465,Australia,Entire home/apt,2,3,1030,0,,,,f,1
17997572,42829,1115,41714,Australia,Private room,4,1,49,0,,,,t,1
15441689,42829,1051,41778,Australia,Entire home/apt,1,1,200,1,10,8,8,f,1
13606740,42829,652,42177,Australia,Entire home/apt,1,2,180,2,10,10,9,t,1
9412540,42829,546,42283,Australia,Private room,1,1,60,1,8,8,8,f,1
10002994,42829,1081,41748,Australia,Entire home/apt,1,2,183,0,,,,t,1
2662565,42829,1103,41726,Australia,Entire home/apt,1,2,185,3,9,10,9,f,1
16294236,42829,309,42520,Australia,Private room,3.5,1,49,2,8,9,8,f,1
12820843,42829,337,42492,Australia,Shared room,1,1,35,4,9,10,10,f,1
15773759,42829,170,42659,Australia,Entire home/apt,1,2,150,1,10,10,10,f,1
9378544,42829,1364,41465,Australia,Entire home/apt,3,3,598,1,10,10,8,f,1
10197774,42829,464,42365,Australia,Private room,1,1,100,0,,,,t,1
5086028,42829,808,42021,Australia,Entire home/apt,1,1,70,1,10,10,10,f,1
14950980,42829,1156,41673,Australia,Entire home/apt,3,5,1670,0,,,,f,1
16032188,42829,1007,41822,Australia,Entire home/apt,1,1,150,2,10,10,9,t,1
6495066,42829,839,41990,Australia,Private room,1,1,100,0,,,,f,1
4762030,42829,849,41980,Australia,Entire home/apt,1,2,275,0,,,,f,1
9285693,42829,516,42313,Australia,Entire home/apt,1,2,100,0,,,,f,1
9846981,42829,1233,41596,Australia,Entire home/apt,1,1,280,0,,,,f,1
10208535,42829,470,42359,Australia,Entire home/apt,2,4,900,0,,,,f,1
8996597,42829,532,42297,Australia,Private room,2,1,80,4,10,10,10,f,1
15257517,42829,1278,41551,Australia,Private room,1,1,100,21,10,10,10,f,1
12570925,42829,349,42480,Australia,Entire home/apt,1,1,175,2,8,9,9,f,1
7664129,42829,612,42217,Australia,Entire home/apt,2,3,600,1,,,,f,1
15313881,42829,1464,41365,Australia,Private room,1,1,64,8,10,10,9,f,1
17560058,42829,343,42486,Australia,Entire home/apt,1,1,200,0,,,,f,1
16625712,42829,1546,41283,Australia,Private room,1,0,60,0,,,,t,1
13611020,42829,1089,41740,Australia,Entire home/apt,1,1,155,0,,,,f,1
1945596,42829,1235,41594,Australia,Entire home/apt,1,2,141,2,10,10,10,f,1
13021163,42829,325,42504,Australia,Entire home/apt,2,2,244,1,10,10,10,f,1
12098897,42829,1364,41465,Australia,Entire home/apt,4.5,5,1200,1,10,10,10,f,1
5373846,42830,941,41889,Australia,Entire home/apt,1,1,91,2,9,10,10,t,1
10103423,42830,472,42358,Australia,Private room,1,1,78,0,,,,f,1
2653856,42830,1105,41725,Australia,Entire home/apt,1,2,265,25,9,10,9,f,1
15399944,42830,560,42270,Australia,Entire home/apt,1,0,130,25,8,10,9,t,1
10812378,42830,1353,41477,Australia,Entire home/apt,1,2,50,0,,,,f,1
9829221,42830,502,42328,Australia,Entire home/apt,1,1,141,1,10,8,8,f,1
9828860,42830,1089,41741,Australia,Private room,1,1,200,1,10,10,10,f,1
17595133,42830,134,42696,Australia,Entire home/apt,1,2,129,0,,,,t,1
10544680,42830,754,42076,Australia,Entire home/apt,1,2,250,0,,,,f,1
14154459,42830,717,42113,Australia,Entire home/apt,1,2,219,0,,,,f,1
10026752,42830,1216,41614,Australia,Entire home/apt,1,2,288,64,10,10,9,f,1
10681627,42830,465,42365,Australia,Private room,1,1,91,0,,,,f,1
9698559,42830,1478,41352,Australia,Private room,1,1,80,47,10,10,9,f,1
17563308,42830,31,42799,Australia,Entire home/apt,1,2,290,0,,,,f,1
948065,42830,1569,41261,Australia,Private room,1,1,75,22,10,10,10,f,1
2161945,42830,1558,41272,Australia,Entire home/apt,2,4,340,97,8,10,9,f,1
3274040,42830,1031,41799,Australia,Private room,1,1,162,8,10,9,9,f,1
2094354,42830,2536,40294,Australia,Entire home/apt,2,3,770,2,10,10,10,f,1
15987944,42830,145,42685,Australia,Entire home/apt,1,2,180,3,9,9,7,f,1
13564136,42830,653,42177,Australia,Entire home/apt,1,2,35,0,,,,t,1
8583289,42830,829,42001,Australia,Entire home/apt,1,1,109,0,,,,f,1
8572059,42830,597,42233,Australia,Private room,1,1,85,1,10,10,10,f,1
16085809,42830,993,41837,Australia,Entire home/apt,2,3,230,5,10,10,10,f,1
2160385,42830,1279,41551,Australia,Private room,2,1,70,107,9,9,9,f,1
2750227,42830,1093,41737,Australia,Entire home/apt,3,4,671,19,9,9,9,f,1
8910566,42830,1110,41720,Australia,Private room,1,1,55,18,9,9,9,f,1
1439099,42830,1350,41480,Australia,Entire home/apt,1.5,2,180,6,8,9,8,f,1
16044949,42830,136,42694,Australia,Entire home/apt,1,1,150,1,8,10,10,f,1
9793958,42830,597,42233,Australia,Entire home/apt,1,2,124,1,6,10,10,f,1
11001995,42830,428,42402,Australia,Entire home/apt,1,1,130,6,9,9,9,f,1
6615309,42830,986,41844,Australia,Entire home/apt,1,1,110,1,10,10,8,f,1
16150638,42830,128,42702,Australia,Private room,1,1,64,5,10,10,10,t,1
3076195,42830,1053,41777,Australia,Private room,1,1,60,1,10,10,8,f,1
17690713,42830,562,42268,Australia,Entire home/apt,1,1,80,0,,,,f,1
10579913,42830,500,42330,Australia,Private room,0.5,1,38,1,10,10,10,f,1
9829852,42830,1301,41529,Australia,Entire home/apt,2,3,451,1,10,10,10,f,1
17657767,42830,951,41879,Australia,Private room,1,1,80,2,9,10,9,f,1
11956117,42830,389,42441,Australia,Private room,3,1,85,0,,,,f,1
9138056,42830,581,42249,Australia,Entire home/apt,2,4,208,1,,,,t,1
14577412,42830,631,42199,Australia,Entire home/apt,1,2,275,22,10,10,9,f,1
1961720,42830,1363,41467,Australia,Entire home/apt,1,1,105,6,9,10,10,f,1
11071185,42830,533,42297,Australia,Private room,1,1,100,2,9,10,10,f,1
9464729,42830,612,42218,Australia,Entire home/apt,1,2,219,1,10,10,10,f,1
15198768,42830,610,42220,Australia,Entire home/apt,1,3,200,2,8,10,10,f,1
12709386,42830,1741,41089,Australia,Entire home/apt,1,1,100,0,,,,f,1
9465159,42830,508,42322,Australia,Entire home/apt,1.5,2,250,3,10,9,9,f,1
9760055,42830,596,42234,Australia,Entire home/apt,1,3,399,0,,,,f,1
14674204,42830,581,42249,Australia,Entire home/apt,1,2,399,13,10,10,10,f,1
3565667,42830,1206,41624,Australia,Private room,1,1,75,33,10,10,9,f,1
1763341,42830,1277,41553,Australia,Entire home/apt,2,3,286,7,10,10,9,f,1
4646883,42830,872,41958,Australia,Entire home/apt,1,2,275,1,10,10,10,f,1
3534391,42830,1365,41465,Australia,Entire home/apt,3,4,579,0,,,,f,1
6943776,42830,680,42150,Australia,Entire home/apt,1,2,300,2,10,10,10,f,1
13626011,42830,1263,41567,Australia,Entire home/apt,1,2,130,7,9,10,9,f,1
15590782,42829,596,42233,Australia,Private room,1,1,130,2,5,9,6,f,1
75702,42830,2235,40595,Australia,Entire home/apt,1,1,120,150,10,10,10,t,1
1763514,42830,1277,41553,Australia,Entire home/apt,1,3,169,54,9,9,9,f,1
5366833,42829,1426,41403,Australia,Entire home/apt,1,2,191,1,10,10,10,f,1
17425398,42829,1110,41719,Australia,Entire home/apt,1,1,80,3,9,10,10,t,1
4776791,42829,848,41981,Australia,Entire home/apt,1,2,150,0,,,,f,1
16115185,42830,1463,41367,Australia,Entire home/apt,1,2,209,1,10,10,10,f,1
648654,42830,1695,41135,Australia,Shared room,1,1,39,1,8,6,6,f,1
7207893,42830,638,42192,Australia,Entire home/apt,2.5,3,300,5,10,10,10,f,1
5826286,42830,1365,41465,Australia,Entire home/apt,2,2,175,13,9,10,10,f,1
2352842,42830,1153,41677,Australia,Entire home/apt,1,2,189,18,10,10,9,f,1
13885358,42829,1158,41671,Australia,Private room,1.5,1,35,1,,10,10,f,1
4513667,42829,880,41949,Australia,Entire home/apt,1,2,230,3,9,10,9,f,1
16113367,42829,131,42698,Australia,Entire home/apt,3,3,200,1,10,10,10,t,1
8052827,42829,1231,41598,Australia,Entire home/apt,1,0,150,0,,,,t,1
10476048,42829,464,42365,Australia,Private room,1,1,96,0,,,,f,1
16966671,42829,1052,41777,Australia,Entire home/apt,1.5,2,150,0,,,,t,1
7652847,42829,612,42217,Australia,Entire home/apt,1,1,75,2,9,7,8,f,1
13555435,42829,355,42474,Australia,Entire home/apt,1,2,250,1,10,10,10,f,1
16635617,42829,1171,41658,Australia,Entire home/apt,1,1,110,1,10,10,10,f,1
10736854,42829,439,42390,Australia,Private room,1,1,50,0,,,,f,1
11260240,42829,828,42001,Australia,Private room,1,1,49,1,8,8,10,f,1
5415649,42829,2122,40707,Australia,Private room,4,1,129,2,6,8,8,f,1
3461441,42829,1083,41746,Australia,Entire home/apt,3.5,5,765,1,10,10,6,f,1
15257846,42829,1268,41561,Australia,Private room,1,1,75,9,10,10,10,f,1
5492972,42829,1301,41528,Australia,Private room,1,1,79,8,10,10,10,f,1
12570740,42829,663,42166,Australia,Entire home/apt,1,2,150,1,8,10,10,t,1
15060324,42829,1763,41066,Australia,Entire home/apt,2,3,300,1,10,10,10,f,1
9687101,42829,493,42336,Australia,Entire home/apt,1,2,250,1,10,10,8,f,1
11718708,42829,747,42082,Australia,Private room,1,1,64,8,10,9,10,f,1
9687019,42829,1682,41147,Australia,Entire home/apt,1,2,148,33,9,9,9,f,1
16797596,42829,1008,41821,Australia,Entire home/apt,1,2,145,12,10,10,10,t,1
16338821,42829,1051,41778,Australia,Entire home/apt,1,1,145,0,,,,f,1
10048013,42829,474,42355,Australia,Entire home/apt,2,3,501,0,,,,f,1
14995943,42829,1325,41504,Australia,Entire home/apt,1.5,3,430,12,10,10,9,t,1
9654068,42829,495,42334,Australia,Private room,1,1,80,8,9,9,8,f,1
16371393,42829,111,42718,Australia,Entire home/apt,1,2,179,2,8,8,2,f,1
17813102,42829,15,42814,Australia,Private room,1.5,1,99,0,,,,t,1
7228983,42829,839,41990,Australia,Entire home/apt,2,3,250,1,10,10,8,f,1
9096774,42829,1006,41823,Australia,Entire home/apt,2.5,1,300,1,8,10,10,f,1
12504618,42829,692,42137,Australia,Entire home/apt,1,2,235,8,10,9,8,f,1
10341894,42829,673,42156,Australia,Entire home/apt,1,2,219,6,8,10,8,f,1
18009592,42829,1740,41089,Australia,Entire home/apt,1,0,70,0,,,,t,1
17354214,42829,652,42177,Australia,Entire home/apt,1,2,141,2,8,8,8,f,1
4869602,42829,1066,41763,Australia,Entire home/apt,1,2,150,1,10,10,10,f,1
10341845,42829,673,42156,Australia,Entire home/apt,1,2,185,36,10,10,10,f,1
9686488,42829,493,42336,Australia,Entire home/apt,1,1,85,0,,,,f,1
15257032,42829,537,42292,Australia,Private room,1,1,200,0,,,,f,1
13946103,42829,1364,41465,Australia,Entire home/apt,2,3,728,0,,,,f,1
15453288,42829,181,42648,Australia,Entire home/apt,1,2,141,1,10,10,10,f,1
13520684,42829,294,42535,Australia,Entire home/apt,1,3,300,2,6,10,6,t,1
15453156,42829,176,42653,Australia,Private room,1,1,43,1,,,,t,1
11127779,42829,508,42321,Australia,Entire home/apt,1,1,150,8,10,9,10,f,1
17288153,42829,1777,41052,Australia,Entire home/apt,1,2,185,1,,8,8,f,1
14076870,42829,790,42039,Australia,Private room,1,1,63,22,10,10,10,f,1
15747993,42829,1322,41507,Australia,Entire home/apt,1,2,240,1,10,10,8,f,1
14732172,42829,1334,41495,Australia,Entire home/apt,1,2,150,1,,,,f,1
8473447,42829,1192,41637,Australia,Private room,1,1,64,2,8,10,8,f,1
3001178,42829,1092,41737,Australia,Entire home/apt,1,1,85,4,9,10,10,f,1
